ano,fase,pedra,ian,faixa_ian,ida,ieg,iaa,ips,ipp,defasagem,risco_defasagem,origem_aba,ra,turma,nome,ano_nasc,idade_22,genero,ano_ingresso,instituicao_de_ensino,pedra_20,pedra_21,pedra_22,inde_22,cg,cf,ct,nº_av,avaliador1,rec_av1,avaliador2,rec_av2,avaliador3,rec_av3,avaliador4,rec_av4,rec_psicologia,matem,portug,ingles,indicado,atingiu_pv,ipv,fase_ideal,destaque_ieg,destaque_ida,destaque_ipv,inde_2023,nome_anonimizado,data_de_nasc,idade,pedra_23,inde_23,mat,por,ing,destaque_ipv_1,inde_2024,avaliador5,avaliador6,escola,ativo_inativo,ativo_inativo_1
2022,4,,5.0,Moderada,5.6,8.0,9.6,5.6,,-1,1,PEDE2022,RA-138,F,Aluno-138,2007.0,15.0,Menino,2016,Escola Pública,Ametista,Ágata,Ágata,6.738,573.0,53.0,11.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Requer avaliação,5.0,6.5,5.2,Sim,Não,6.375,Fase 5 (1º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,2.5,Severa,1.4,3.5,7.1,5.0,,-3,1,PEDE2022,RA-139,F,Aluno-139,2005.0,17.0,Menino,2019,Escola Pública,Quartzo,Ágata,Quartzo,3.738,858.0,75.0,15.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,Requer avaliação,1.7,2.7,0.0,Não,Não,3.917,Fase 7 (3º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,10.0,Adequada,5.7,7.6,7.9,6.9,,0,0,PEDE2022,RA-140,F,Aluno-140,2008.0,14.0,Menina,2021,Escola Pública,,Ametista,Ametista,7.407,358.0,28.0,6.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-30,Promovido de Fase + Bolsa,Avaliador-31,Promovido de Fase,Não atendido,5.0,6.5,5.6,Sim,Não,7.667,Fase 4 (9º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,10.0,Adequada,5.7,8.2,9.2,5.6,,0,0,PEDE2022,RA-141,F,Aluno-141,2008.0,14.0,Menino,2017,Escola Pública,Ágata,Ágata,Ametista,7.118,450.0,36.0,8.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,Requer avaliação,5.8,6.2,5.0,Não,Não,5.917,Fase 4 (9º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,10.0,Adequada,6.3,8.6,6.7,5.6,,0,0,PEDE2022,RA-142,F,Aluno-142,2008.0,14.0,Menina,2021,Escola Pública,,Ágata,Ametista,7.457,332.0,27.0,5.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,Requer avaliação,6.0,6.8,6.0,Não,Não,7.583,Fase 4 (9º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,10.0,Adequada,7.9,9.9,8.3,5.6,,1,0,PEDE2022,RA-143,F,Aluno-143,2009.0,13.0,Menino,2019,Rede Decisão,Topázio,Topázio,Topázio,8.638,24.0,3.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Sem limitações,9.7,7.7,6.4,Não,Sim,9.5,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,10.0,Adequada,7.9,9.3,7.5,5.0,,0,0,PEDE2022,RA-144,F,Aluno-144,2008.0,14.0,Menina,2017,Rede Decisão,Ágata,Quartzo,Topázio,8.181,89.0,9.0,3.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Requer avaliação,7.5,7.2,9.0,Não,Não,8.292,Fase 4 (9º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,5.2,6.3,0.0,8.1,,-2,1,PEDE2022,RA-145,H,Aluno-145,2006.0,16.0,Menino,2017,Escola Pública,Ágata,Ágata,Quartzo,5.846,746.0,68.0,7.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Sem limitações,3.0,4.8,7.8,Sim,Não,7.25,Fase 6 (2º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,7.9,9.2,8.3,7.5,,-1,1,PEDE2022,RA-146,H,Aluno-146,2007.0,15.0,Menina,2022,Escola Pública,,,Ametista,7.947,156.0,15.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Não atendido,6.3,7.3,10.0,Sim,Não,8.208,Fase 5 (1º EM),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,10.0,Adequada,6.1,7.7,8.3,7.5,,0,0,PEDE2022,RA-147,H,Aluno-147,2008.0,14.0,Menina,2022,Escola Pública,,,Ametista,7.541,293.0,24.0,4.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Não atendido,5.8,4.8,7.7,Não,Não,7.25,Fase 4 (9º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,10.0,Adequada,5.3,7.9,9.2,10.0,,0,0,PEDE2022,RA-148,H,Aluno-148,2008.0,14.0,Menino,2022,Escola Pública,,,Ametista,7.894,172.0,16.0,2.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Sem limitações,4.7,6.3,5.0,Sim,Não,7.708,Fase 4 (9º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,5.0,6.5,9.2,7.5,,-1,1,PEDE2022,RA-149,H,Aluno-149,2007.0,15.0,Menina,2022,Escola Pública,,,Ágata,6.323,679.0,60.0,6.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,Não atendido,4.0,6.0,,Não,Não,6.125,Fase 5 (1º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,6.9,6.3,9.6,6.9,,-2,1,PEDE2022,RA-150,H,Aluno-150,2006.0,16.0,Menina,2020,Escola Pública,Ametista,Ametista,Ágata,6.962,498.0,41.0,5.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Sem limitações,5.3,6.7,8.6,Sim,Não,7.333,Fase 6 (2º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,8.3,7.5,8.8,6.9,,-2,1,PEDE2022,RA-151,H,Aluno-151,2006.0,16.0,Menina,2020,Escola Pública,Ametista,Ametista,Ametista,7.563,289.0,23.0,3.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Sem limitações,7.3,8.0,9.5,Sim,Não,7.958,Fase 6 (2º EM),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,6.5,7.0,8.3,7.5,,-2,1,PEDE2022,RA-152,L,Aluno-152,2006.0,16.0,Menina,2022,Escola Pública,,,Ágata,6.712,586.0,54.0,13.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,Não atendido,4.0,7.0,8.5,Não,Não,6.292,Fase 6 (2º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,10.0,Adequada,6.6,8.2,7.9,5.0,,0,0,PEDE2022,RA-153,L,Aluno-153,2008.0,14.0,Menina,2018,Rede Decisão,Ágata,Ametista,Ametista,7.535,297.0,25.0,5.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Requer avaliação,3.3,7.7,8.8,Não,Não,7.708,Fase 4 (9º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,4.0,6.1,8.3,6.3,,-1,1,PEDE2022,RA-154,L,Aluno-154,2007.0,15.0,Menino,2017,Escola Pública,Ágata,Ágata,Ágata,6.073,714.0,65.0,15.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Sem limitações,3.7,6.2,2.1,Sim,Não,6.833,Fase 5 (1º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,5.2,8.3,10.0,7.5,,-2,1,PEDE2022,RA-155,L,Aluno-155,2006.0,16.0,Menino,2022,Escola Pública,,,Ametista,7.051,470.0,39.0,9.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase + Bolsa,Não atendido,4.3,6.8,4.3,Sim,Não,6.833,Fase 6 (2º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,4.4,8.3,10.0,9.4,,-1,1,PEDE2022,RA-156,L,Aluno-156,2007.0,15.0,Menino,2018,Escola Pública,Ametista,Ágata,Ametista,7.357,376.0,30.0,6.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Sem limitações,4.7,6.5,2.1,Sim,Não,7.792,Fase 5 (1º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,10.0,Adequada,7.7,10.0,7.5,6.3,,1,0,PEDE2022,RA-157,L,Aluno-157,2010.0,12.0,Menina,2018,Rede Decisão,Ametista,Topázio,Topázio,8.317,59.0,6.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Requer avaliação,7.0,7.5,8.7,Não,Não,8.292,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,2.5,Severa,6.6,9.8,7.9,5.6,,-3,1,PEDE2022,RA-158,L,Aluno-158,2005.0,17.0,Menina,2017,Rede Decisão,Ametista,Ametista,Ametista,7.302,392.0,32.0,7.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Requer avaliação,5.0,6.7,8.1,Não,Não,8.125,Fase 7 (3º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,4.7,8.1,8.3,5.6,,-1,1,PEDE2022,RA-159,L,Aluno-159,2007.0,15.0,Menina,2021,Escola Pública,,Ametista,Ágata,6.49,644.0,58.0,14.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Requer avaliação,4.3,5.8,3.9,Não,Não,6.458,Fase 5 (1º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,5.3,7.2,7.5,5.6,,-1,1,PEDE2022,RA-160,L,Aluno-160,2007.0,15.0,Menina,2021,Escola Pública,,Ágata,Ágata,6.746,568.0,52.0,12.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Requer avaliação,2.7,6.0,7.1,Sim,Não,8.25,Fase 5 (1º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,10.0,Adequada,6.9,9.1,7.9,5.6,,2,0,PEDE2022,RA-161,L,Aluno-161,2011.0,11.0,Menina,2018,Rede Decisão,Ametista,Ametista,Ametista,7.957,153.0,14.0,4.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Requer avaliação,5.3,6.8,8.5,Não,Não,8.083,Fase 2 (5º e 6º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,10.0,Adequada,5.5,8.5,6.7,7.5,,0,0,PEDE2022,RA-162,L,Aluno-162,2008.0,14.0,Menina,2021,Escola Pública,,Ágata,Ametista,7.215,423.0,34.0,8.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Requer avaliação,4.7,5.5,6.4,Não,Não,6.542,Fase 4 (9º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,6.7,7.9,8.8,5.6,,-1,1,PEDE2022,RA-163,L,Aluno-163,2007.0,15.0,Menina,2021,Escola Pública,,Ágata,Ágata,6.797,556.0,49.0,10.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Requer avaliação,6.5,6.3,7.4,Não,Não,6.5,Fase 5 (1º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,6.5,7.3,8.3,5.6,,-2,1,PEDE2022,RA-164,L,Aluno-164,2006.0,16.0,Menino,2018,Escola Pública,Ágata,Ágata,Ágata,6.776,562.0,50.0,11.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase + Bolsa,Requer avaliação,4.7,6.5,8.3,Sim,Não,7.208,Fase 6 (2º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,10.0,Adequada,7.6,9.8,7.1,5.6,,0,0,PEDE2022,RA-165,L,Aluno-165,2008.0,14.0,Menina,2017,Rede Decisão,Ametista,Ametista,Topázio,8.063,128.0,12.0,3.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Sem limitações,5.3,7.8,9.7,Não,Não,7.5,Fase 4 (9º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,10.0,Adequada,8.1,9.0,9.2,6.3,,0,0,PEDE2022,RA-166,L,Aluno-166,2008.0,14.0,Menino,2020,Escola Pública,Ametista,Ametista,Topázio,8.253,73.0,8.0,2.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Sem limitações,7.0,7.2,10.0,Sim,Não,7.542,Fase 4 (9º ano),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,7.9,9.7,9.2,5.6,,-2,1,PEDE2022,RA-167,P,Aluno-167,2006.0,16.0,Menina,2018,Rede Decisão,Ametista,Ametista,Ametista,7.798,200.0,19.0,3.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Requer avaliação,9.3,8.0,6.3,Não,Não,7.833,Fase 6 (2º EM),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,5.9,8.3,7.9,6.3,,-1,1,PEDE2022,RA-168,P,Aluno-168,2007.0,15.0,Menina,2018,Rede Decisão,Ametista,Ametista,Ágata,6.917,522.0,44.0,5.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Sem limitações,4.7,8.2,5.0,Não,Não,7.083,Fase 5 (1º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,3.2,5.1,7.5,6.3,,-1,1,PEDE2022,RA-169,P,Aluno-169,2007.0,15.0,Menina,2018,Escola Pública,Ágata,Ágata,Quartzo,5.159,814.0,73.0,9.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,Sem limitações,1.3,4.5,3.8,Não,Não,4.792,Fase 5 (1º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,10.0,Adequada,4.9,9.2,8.3,5.6,,0,0,PEDE2022,RA-170,P,Aluno-170,2008.0,14.0,Menina,2018,Rede Decisão,Ametista,Ametista,Ágata,7.007,484.0,40.0,4.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Requer avaliação,3.7,6.7,4.3,Não,Não,5.792,Fase 4 (9º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,5.5,6.8,7.5,7.5,,-2,1,PEDE2022,RA-171,P,Aluno-171,2006.0,16.0,Menino,2022,Escola Pública,,,Ágata,6.581,632.0,57.0,7.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Sem limitações,3.0,8.0,,Não,Não,6.875,Fase 6 (2º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,10.0,Adequada,7.3,8.9,9.2,9.4,,0,0,PEDE2022,RA-172,P,Aluno-172,2008.0,14.0,Menina,2018,Rede Decisão,Ametista,Topázio,Topázio,8.673,18.0,1.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Sem limitações,6.0,7.7,8.1,Não,Sim,8.917,Fase 4 (9º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,2.5,Severa,7.9,9.2,8.3,6.9,,-3,1,PEDE2022,RA-173,P,Aluno-173,2005.0,17.0,Menino,2019,Rede Decisão,Ametista,Ametista,Ametista,7.816,198.0,18.0,2.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Requer avaliação,9.0,7.5,7.1,Não,Sim,9.25,Fase 7 (3º EM),Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,4.4,6.2,7.9,7.5,,-1,1,PEDE2022,RA-174,P,Aluno-174,2007.0,15.0,Menina,2019,Escola Pública,Ágata,Ágata,Ágata,6.075,713.0,64.0,8.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Sem limitações,4.0,5.3,3.8,Não,Não,6.042,Fase 5 (1º EM),Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,4,,5.0,Moderada,5.9,9.2,8.3,5.6,,-1,1,PEDE2022,RA-175,P,Aluno-175,2007.0,15.0,Menina,2018,Rede Decisão,Ametista,Ametista,Ágata,6.75,567.0,51.0,6.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,Requer avaliação,4.7,7.2,5.9,Não,Não,5.833,Fase 5 (1º EM),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,3,,10.0,Adequada,6.9,9.1,9.6,5.6,,0,0,PEDE2022,RA-176,A,Aluno-176,2009.0,13.0,Menina,2018,Rede Decisão,Topázio,Ametista,Topázio,8.427,44.0,12.0,4.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Requer avaliação,5.1,6.8,8.7,Não,Sim,9.083,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,3,,10.0,Adequada,6.8,8.8,7.9,4.4,,0,0,PEDE2022,RA-177,A,Aluno-177,2009.0,13.0,Menina,2022,Escola Pública,,,Ametista,7.424,347.0,40.0,9.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,Requer avaliação,6.0,7.5,,Não,Não,6.958,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
2022,3,,10.0,Adequada,6.3,8.8,0.0,4.4,,0,0,PEDE2022,RA-178,A,Aluno-178,2009.0,13.0,Menina,2016,Rede Decisão,Ametista,Ametista,Ágata,7.025,481.0,61.0,13.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,Requer avaliação,6.2,5.3,7.3,Não,Sim,8.458,Fase 3 (7º e 8º ano),Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,,,,,,,,,,,,,,,
